formula,activity,shape,"length, nm","width, nm","depth, nm",pol,surf,"Km, mM","Vmax, mM/s",ReactionType,"C min, mM","C max, mM","C(const), mM",Ccat(mg/mL),ph,"temp, °C",Zpotential,"SurfaceArea, m^2/g ",id
"Fe(III) 5,10,15-tris(4-N-methylpyridiniumyl)-20-(4-phenyl(3-O-amidoxymethylestradiol)) porphyrin",peroxidase,,,,,,,1.2,9.616666666666667,H2O2+ABTS,0.084,1.7,0.5,,4.4,22.5,,,17840
"Fe(III) 5,10,15-tris(4-N-methylpyridiniumyl)-20-(4-phenyl(3-O-amidoxymethylestradiol)) porphyrin",peroxidase,,,,,,,1.2,4.166666666666667,ABTS+H2O2,0.001,0.01,24.0,,4.4,22.5,,,17841
"Fe(III) 5,10,15-tris(4-N-methylpyridiniumyl)-20-(4-phenyl(3-O-amidoxymethylestradiol)) porphyrin",peroxidase,,,,,,,1.2,9.5,ABTS+H2O2,0.001,0.003,24.0,,4.4,22.5,,,17842
AuMS,peroxidase,rods,1000.0,4.05,4.05,Pluronic P123,,0.146,5.0700000000000004e-08,TMB+H2O2,,,,,4,40.0,,517.0,17843
AuMS,peroxidase,rods,1000.0,4.05,4.05,Pluronic P123,,78.6,9.9e-08,H2O2+TMB,0.0,42.0,,,4,40.0,,517.0,17844
C6H12O2Se,glutathione peroxidase,,,,,,,,,tBuOOH + BnSH,,,,,,18.0,,,17845
AuPt,peroxidase,spherical,2.3,2.3,2.3,,,0.01,0.001,TMB+H2O2,0.001,0.005,0.5,0.01,4.5,50.0,,,17846
AuPt,peroxidase,spherical,2.3,2.3,2.3,,,0.01,0.001,H2O2+TMB,0.001,0.005,0.5,0.01,4.5,50.0,,,17847
,,,,,,,,,,,,,,,,,,,17848
C100H180N20O24,peroxidase,tubular,9.1,12.1,,,,219.3,2608.8,H2O2+DOPA,0.05,2.0,,,7.4,25.0,,,17849
C100H180N20O24,peroxidase,tubular,9.1,12.1,,,,181.8,1151.5,H2O2+DOPA,0.05,2.0,,,7.4,25.0,,,17850
C100H180N20O24,peroxidase,tubular,9.1,12.1,,,,296.4,2945.0,H2O2+DOPA,0.05,2.0,,,7.4,25.0,,,17851
C100H180N20O24,peroxidase,tubular,9.1,12.1,,,,436.7,3841.8,H2O2+DOPA,0.05,2.0,,,7.4,25.0,,,17852
Hb,peroxidase,,,,,,,,,TMB+H2O2,,,26.0,,6.5,,,,17853
Au,peroxidase,spherical,14.9,14.9,14.9,,Sodium citrate,,,TMB+H2O2,,,,,6.5,37.0,-32.8,,17854
H2TCPP-CdS,peroxidase,spherical,205.0,205.0,205.0,,,0.0718,4.369e-06,TMB+H2O2,0.0002,0.0008,250.0,0.34,3.8,30.0,,,17855
H2TCPP-CdS,peroxidase,spherical,205.0,205.0,205.0,,,2.0,1.7299999999999995e-06,H2O2+TMB,1.0,20.0,1.0,0.34,3.8,30.0,,,17856
,glutathione peroxidase,,,,,,Triton X-100,,,H2O2 + GSH,,,0.04,,7.0,25.0,,,17857
Pd,peroxidase,spherical,23.0,23.0,23.0,,,,,ABTS2- + H2O2,0.001,0.025,90.0,3.5,7.0-11.0,25.0,,,17858
Fe-N-C,peroxidase,spherical,100.0,100.0,100.0,pluronic f127,,4.84,1.1799999999999998e-07,H2O2+TMB,,,10.0,0.02,4,25.0,,413.9,17859
,peroxidase,,,,,,,,,guaiacol,,,,,6.4,25.0,,,17860
,oxidase,,,,,,,,,indole-3-acetic acid,,,,,,25.0,,,17861
,hydrolase,,,,,,,,,starch,,,,,,25.0,,,17862
Ebs,peroxidase,,,,,,,0.23,,H2O2+TMB,0.0,1.0,1.0,,7.4,25.0,,,17863
Ebs,peroxidase,,,,,,,3.07,,TMB+H2O2,0.0,1.0,1.0,,7.4,25.0,,,17864
DPS,peroxidase,,,,,,,0.24,,H2O2+TMB,0.0,1.0,1.0,,7.4,25.0,,,17865
DPDS,peroxidase,,,,,,,1.03,,H2O2+TMB,0.0,1.0,1.0,,7.4,25.0,,,17866
DPDS,peroxidase,,,,,,,6.61,,TMB+H2O2,0.0,1.0,1.0,,7.4,25.0,,,17867
DPDT,peroxidase,,,,,,,1.55,,H2O2+TMB,0.0,1.0,1.0,,7.4,25.0,,,17868
DPDT,peroxidase,,,,,,,4.49,,TMB+H2O2,0.0,1.0,1.0,,7.4,25.0,,,17869
,peroxidase,,,,,,,,,H2O2+ascorbate,,,2.5,,6.5,25.0,,,17870
,peroxidase,,,,,,,,,ascorbate+H2O2,,,2.5,,6.5,25.0,,,17871
,peroxidase,,,,,,,,,TMB + H2O2,,,,,,,,,17872
Fe/NC-SAs,peroxidase,dodecahedral,90.0,,,,,38.62,0.0004865,H2O2+TMB,0.01,10.0,0.2,0.08,4.0,37.0,,,17873
Fe/NC-SAs,peroxidase,dodecahedral,90.0,,,,,0.091,0.0003335,TMB+H2O2,0.01,10.0,10.0,0.08,4.0,37.0,,,17874
,glutathione peroxidase,,,,,,,,,H2O2 + GSH,,,0.25,,,5.0,,,17875
,glutathione peroxidase,,,,,,,,,eumene hydroperoxide + GSH,,,1.5,,,5.0,,,17876
,,,,,,,,,,,,,,,,,,,17877
,,,,,,,,,,,,,,,,,,,17878
HRPC,peroxidase,,,,,,,0.063,0.0083,o-dianisidine + H2O2,0.025,0.16,1.4,,4.0,23.5,,,17879
HRPC,peroxidase,,,,,,,0.6,0.0028,H2O2 + o-dianisidine,0.125,2.5,0.5,,4.0,23.5,,,17880
,peroxidase,,,,,,,2.87,0.00092,H2O2,0.0,0.01,0.1,,7.5,25.0,,,17881
,peroxidase,,,,,,,2.87,0.00092,H2O2,0.0,0.01,0.1,,7.5,25.0,,,17882
,peroxidase,,,,,,,0.01,0.001,H2O2+guaiacol,0.01,0.1,0.33,,7.4,25.0,,,17883
,peroxidase,,,,,,,0.01,0.001,H2O2+guaiacol,0.01,0.1,0.33,,7.4,25.0,,,17884
PtO2,peroxidase,spherical,2.1,2.1,2.1,,,0.115,,TMB+H2O2,0.05,2.0,0.4,4.0,4.0,55.0,,,17885
PtO2,peroxidase,spherical,2.1,2.1,2.1,,,0.32,,H2O2+TMB,0.05,2.0,0.4,4.0,4.0,55.0,,,17886
Fe3O4,peroxidase,spherical,360.0,360.0,360.0,,,,,H2O2,,,40.0,0.5,6.8,25.0,,28.0,17887
F-Fe3O4-1,peroxidase,spherical,220.0,220.0,220.0,,,,,H2O2,,,40.0,0.5,6.8,25.0,,17.6,17888
F-Fe3O4-1,peroxidase,spherical,220.0,220.0,220.0,,,40.0,,H2O2,40.0,40.0,,0.5,6.8,25.0,,17.6,17889
F-Fe3O4-1,peroxidase,spherical,220.0,220.0,220.0,,,40.0,,H2O2,40.0,40.0,,0.5,6.8,35.0,,17.6,17890
F-Fe3O4-1,peroxidase,spherical,220.0,220.0,220.0,,,40.0,,H2O2,40.0,40.0,,0.5,6.8,55.0,,17.6,17891
Fe3O4-blank,peroxidase,spherical,360.0,360.0,360.0,,,40.0,,H2O2,40.0,40.0,,0.5,6.8,25.0,,28.0,17892
Fe3O4-blank,peroxidase,spherical,360.0,360.0,360.0,,,40.0,,H2O2,40.0,40.0,,0.5,6.8,35.0,,28.0,17893
Fe3O4-blank,peroxidase,spherical,360.0,360.0,360.0,,,40.0,,H2O2,40.0,40.0,,0.5,6.8,55.0,,28.0,17894
,peroxidase,,,,,,,0.053,,LAHPO,,,,,,,,,17895
,peroxidase,,,,,,,0.105,,LAHPO,,,,,,,,,17896
DMSN@AuPtCo,peroxidase,spherical,2.2,2.2,2.2,,Cetyltrimethylammonium tosylate,0.0905,6.843e-08,TMB+H2O2,0.4,0.8,10.0,0.02,5.5,37.0,,,17897
DMSN@AuPtCo,catalase,spherical,2.2,2.2,2.2,,Cetyltrimethylammonium tosylate,5.9,0.0056666666666666,H2O2,1.0,12.0,,0.02,5.5,37.0,,,17898
Se,glutathione peroxidase,,70.0,70.0,70.0,BSA,,,,H2O2 + GSH,,,,,,25.5,,,17899
MoOx,peroxidase,spherical,3.42,3.42,3.42,,,,,ABTS + H2O2,0.001,0.104,1.0,,6.0,37.0,,,17900
HRP,peroxidase,elongated,14500.0,3000.0,,,,,,H2O2+TMB,,,,,7.2-7.4,,,,17901
HRP,peroxidase,spherical,,,,,,,,H2O2+TMB,,,,,7.2-7.4,,,,17902
HRP,peroxidase,ellipsoidal,,,,,,,,H2O2+TMB,,,,,7.2-7.4,,,,17903
HRP,peroxidase,plates,,,,,,,,H2O2+TMB,,,,,7.2-7.4,,,,17904
HRP,peroxidase,,,,,,,,,ABTS + H2O2,,,,,6,25.0,,,17905
Cytochrome b562 (F61I/F65Y/R106L),peroxidase,,,,,,,0.001,,H2O2+Guaiacol,20.0,200.0,9.0,,6,25.0,,,17906
Cytochrome b562 (F61A),peroxidase,,,,,,,0.0014,,H2O2+Guaiacol,20.0,200.0,9.0,,6,25.0,,,17907
Cytochrome b562 (Wild type),peroxidase,,,,,,,0.0012,,H2O2+Guaiacol,20.0,200.0,9.0,,6,25.0,,,17908
Cytochrome b562 (F61I/F65Y/R106L),peroxidase,,,,,,,100.0,,Guaiacol+H2O2,5.0,50.0,100.0,,6,25.0,,,17909
Cytochrome b562 (F61A),peroxidase,,,,,,,100.0,,Guaiacol+H2O2,5.0,50.0,100.0,,6,25.0,,,17910
Cytochrome b562 (Wild type),peroxidase,,,,,,,100.0,,Guaiacol+H2O2,5.0,50.0,100.0,,6,25.0,,,17911
CoSe,peroxidase,dendritic,,,,,,0.0722,,H2O2+TOPS+4-AAP,0.015,0.8,,0.065,8.5,40.0,,,17912
HRP,peroxidase,,,,,poly(acryl amide),,0.69,,guaiacol + H2O2,,,2.0,,7.0,30.0,,,17913
HRP,peroxidase,,,,,poly(acryl amide),,1.6,,guaiacol + H2O2,,,2.0,,7.0,30.0,,,17914
HRP,peroxidase,,,,,poly(acryl amide),,2.0,,guaiacol + H2O2,,,2.0,,7.0,30.0,,,17915
MoO3,peroxidase,rods,6500.0,,,,,,,H2O2+TMB,,,,,3.8,45.0,,,17916
Cu2-xS,peroxidase,spherical,125.0,125.0,125.0,poly(ethylene glycol),,86.55,4.13e-05,H2O2+TMB,,,,,,25.0,-21.75,,17917
Cu2-xS,peroxidase,spherical,125.0,125.0,125.0,poly(ethylene glycol),,86.55,4.13e-05,TMB+H2O2,,,,,,25.0,-21.75,,17918
MnO2,peroxidase,sheet,75.0,,10.0,,,1.0,0.001,TMB+H2O2,0.2,1.0,1.0,,4.0,25.0,-4.09,,17919
MnO2,peroxidase,sheet,75.0,,10.0,,,1.0,0.001,H2O2+TMB,1.0,6.0,1.0,,4.0,25.0,-4.09,,17920
,peroxidase,,,,,,,0.13,0.001,H2O2+guaiacol,,,8.0,,7.0,50.0,,,17921
,peroxidase,,,,,,,0.13,0.001,guaiacol+H2O2,,,4.0,,7.0,50.0,,,17922
PdPt,peroxidase,spherical,100.0,100.0,100.0,pluronic f127,Ascorbic acid,0.01,0.001,TMB+H2O2,0.01,0.1,100.0,0.5,4,25.0,,,17923
PdPt,peroxidase,spherical,100.0,100.0,100.0,pluronic f127,Ascorbic acid,0.01,0.001,H2O2+TMB,100.0,1000.0,1.0,0.5,4,25.0,,,17924
CYP119,peroxidase,,,,,,,9.2,,H2O2+AmplexRed,,,5.0,,7.0,75.0,,,17925
CYP119,peroxidase,,,,,,,9.2,,TBHP+AmplexRed,,,5.0,,7.0,25.0,,,17926
CYP119,peroxidase,,,,,,,9.2,,CHP+AmplexRed,,,5.0,,7.0,25.0,,,17927
CYP119,oxidase,,,,,,,9.2,,TBHP+styrene,,,5.0,,8.5,70.0,,,17928
Co3O4,peroxidase,flower,,14.0,,,,0.74,10.13,H2O2+TMB,0.5,1.0,1.0,0.4,5.0,25.0,,64.7,17929
Co3O4,peroxidase,flower,,14.0,,,,0.07,15.8,TMB+H2O2,0.5,1.0,1.0,0.4,5.0,25.0,,64.7,17930
Bleomycin-Fe3+,peroxidase,,,,,,,0.23,,H2O2+TMB,,,1.0,,5,25.0,,,17931
Bleomycin-Fe3+,peroxidase,,,,,,,0.83,,H2O2+Dianisidine,,,1.0,,5,25.0,,,17932
Bleomycin-Fe3+,peroxidase,,,,,,,0.17,,H2O2+TMP,,,1.0,,5,25.0,,,17933
Bleomycin-Fe3+,peroxidase,,,,,,,0.04,,H2O2+Pyrogallol,,,1.0,,5,25.0,,,17934
,peroxidase,,,,,,,,,H2O2 + luminol,,,0.25,,,20.0,,,17935
,,,,,,,,,,,,,,,,,,,17936
,peroxidase,,,,,,,,,H2O2 + o-dianisidine,,,8.8,,6.0,,,,17937
NB-GNRs,peroxidase,tubular,,90.0,,,,0.169,,H2O2+TMB,,,,0.02,4.0,37.0,-44.5,,17938
NB-GNRs,peroxidase,tubular,,90.0,,,,0.193,,TMB+H2O2,,,,,,,-44.5,,17939
HRP,peroxidase,,,,,,,6.81,,H2O2+TMB,,,,,6.5,25.0,,,17940
HRP,peroxidase,,,,,,,6.85,,H2O2+TMB,,,,,6.5,25.0,,,17941
HRP,peroxidase,,,,,,,6.06,,H2O2+TMB,,,,,6.5,25.0,,,17942
HRP,peroxidase,,,,,,,7.21,,H2O2+TMB,,,,,6.5,25.0,,,17943
,peroxidase,,,,,,,,,H2O2+pyrogallol,,,10.0,,5.6,25.0,,,17944
,peroxidase,,,,,,,,,pyrogallol+H2O2,,,100.0,,5.6,25.0,,,17945
,peroxidase,,,,,,,,,ABTS + H2O2,,,2.5,,4.2,37.0,,,17946
,peroxidase,,,,,,,,,ABTS + sodium perborate,,,1.47,,5.0,37.0,,,17947
HPO,peroxidase,,,,,,,,,benzidine + H2O2,,,,,7.2,2.0,,,17948
CeO2,superoxide dismutase,spherical,4.42,4.42,4.42,,,,,WST-1 + xanthine oxidase,,,,,,200.0,42.9,,17949
,peroxidase,,,,,,,,,guaiacol + H2O2,,,380.0,,5.9,22.5,,,17950
,oxidase,,,,,,,,,IAA + H2O2,,,,,5.9,28.0,,,17951
CeO2,peroxidase,polyhedral,11.0,11.0,11.0,,,0.46,0.94,TMB+H2O2,6e-09,1.5e-06,50.0,0.6,4,45.0,,,17952
CeO2,peroxidase,polyhedral,11.0,11.0,11.0,,,646.0,5.07,H2O2+TMB,6e-09,1.5e-06,5.0,0.6,4,45.0,,,17953
,lyase,,,,,,,,,L-phenylalanine,,,,,8.8,37.0,,,17954
,peroxidase,,,,,,,,,H2O2+guaiacol,,,,,6.0,27.0,,,17955
,oxidase,,,,,,,,,dopamine,,,,,7.0,27.0,,,17956
FeeNeC,peroxidase,spherical,80.0,80.0,80.0,,,0.01,0.001,TMB+H2O2,0.01,200.0,100.0,5.0,3,35.0,,,17957
FeeNeC,peroxidase,spherical,80.0,80.0,80.0,,,100.0,0.001,H2O2+TMB,0.01,500.0,500.0,5.0,3,35.0,,,17958
A15/FeeNeC,peroxidase,spherical,80.0,80.0,80.0,,,0.01,0.001,TMB+H2O2,0.01,200.0,100.0,5.0,3,35.0,,,17959
A15/FeeNeC,peroxidase,spherical,80.0,80.0,80.0,,,100.0,0.001,H2O2+TMB,0.01,500.0,500.0,5.0,3,35.0,,,17960
,peroxidase,,,,,,,,,TMB+H2O2,,,0.5,,5.0,30.0,,,17961
,peroxidase,,,,,,,,,H2O2+TMB,,,0.5,,5.0,30.0,,,17962
"2,2P-diseleno-bis-L-cyclodextrin",glutathione peroxidase,,,,,,,0.321,,H2O2+GSH,0.1,1.0,1.0,,7.0,37.0,,,17963
"2,2P-diseleno-bis-L-cyclodextrin",glutathione peroxidase,,,,,,,8.0,,GSH+H2O2,0.1,1.0,0.1,,7.0,37.0,,,17964
Fe3O4,peroxidase,spherical,15.0,15.0,15.0,,Oleic acid,,,H2O2+TMB,,,100.0,0.1,7.4,25.0,,,17965
Fe3O4,peroxidase,spherical,15.0,15.0,15.0,,Oleic acid,,,H2O2+TMB,,,100.0,0.1,7.4,25.0,,,17966
Fe3O4,peroxidase,spherical,15.0,15.0,15.0,,Oleic acid,,,H2O2+TMB,,,100.0,0.1,7.4,25.0,,,17967
Fe3O4,peroxidase,spherical,15.0,15.0,15.0,,Oleic acid,,,H2O2+TMB,,,100.0,0.1,7.4,25.0,,,17968
,peroxidase,,,,,,,,,H2O2,,,,,,25.0,,,17969
Mn3+-octabromo-tetrakis(4-sulfophenyl)porphine,peroxidase,,,,,,,,,LOOH,,,,,8.0,25.0,,,17970
RuO2,peroxidase,,1.5,1.5,1.5,,,,,,,,,,,,,,17971
,peroxidase,,,,,,,,,H2O2+ascorbate,,,9.0,,7.0,23.0,,,17972
,peroxidase,,,,,,,,,ascorbate+H2O2,,,9.0,,7.0,23.0,,,17973
,peroxidase,,,,,,,,,H2O2+ascorbate,,,9.0,,7.0,23.0,,,17974
,peroxidase,,,,,,,,,ascorbate+H2O2,,,9.0,,7.0,23.0,,,17975
Au,peroxidase,spherical,20.0,20.0,20.0,,Sodium citrate,,,TMB+H2O2,,,,,,25.0,-21.0,,17976
Au,peroxidase,spherical,23.0,23.0,23.0,,Sodium citrate,,,TMB+H2O2,,,,,,25.0,-31.0,,17977
Au,peroxidase,spherical,23.0,23.0,23.0,,Sodium citrate,0.1,0.01,TMB+H2O2,,,,,,25.0,-31.0,,17978
Au,peroxidase,spherical,23.0,23.0,23.0,,Sodium citrate,0.1,0.01,H2O2+TMB,,,,,,25.0,-31.0,,17979
,,,,,,,,,,,,,,,,,,,17980
,glutathione peroxidase,,,,,,,,,H2O2+TMB,,,,,,26.0,,,17981
,glutathione peroxidase,,,,,,,,,TMB+H2O2,,,,,,26.0,,,17982
Cu-Ag/g-C3N4/ZIF,peroxidase,spherical,5.0,5.0,5.0,,,0.05,1.0389,H2O2+TMB,0.05,1.0,0.5,0.3,3.8,50.0,,,17983
Cu-Ag/g-C3N4/ZIF,peroxidase,spherical,5.0,5.0,5.0,,,0.0001,0.0004,TMB+H2O2,0.0001,2.0,0.5,0.3,3.8,50.0,,,17984
HRP,peroxidase,,,,,,,,,H2O2+o-dianisidine,,,,,5.3,25.0,,,17985
,peroxidase,,,,,,,0.005,0.0003,H2O2+pyrogallol,,,5.0,,7.0,25.0,,,17986
Pt,oxidase,spherical,2.95,2.95,2.95,,,0.6819,0.0001739,TOOS,,,3.0,,8.0,40.0,-26.7,,17987
Pt,oxidase,spherical,2.95,2.95,2.95,,,0.0091944,0.0001854,MBTH,,,0.5,,8.0,40.0,-26.7,,17988
Pt,oxidase,spherical,2.95,2.95,2.95,,,0.1369,0.0001645,MBTH + TOOS,,,3.0,,8.0,40.0,-26.7,,17989
,peroxidase,,,,,,,0.001,0.001,H2O2+ascorbic acid,,,,,,,,,17990
,peroxidase,,,,,,,,,H2O2+TMB,,,5.0,,6.0,,,,17991
,peroxidase,,,,,,,,,TMB+H2O2,,,5.0,,6.0,,,,17992
,peroxidase,,,,,,,,,o-dianisidine+H2O2,,,,,6.6,25.0,,,17993
,peroxidase,,,,,,,,,o-dianisidine+H2O2,,,,,6.6,25.0,,,17994
Fe3O4,peroxidase,spherical,13.0,13.0,13.0,,,0.31,9.2e-08,TMB+H2O2,0.1,3.0,250.0,0.03,7.4,37.0,,,17995
Fe3O4,peroxidase,spherical,13.0,13.0,13.0,,,53.8,8.400000000000001e-08,H2O2+TMB,10.0,600.0,1.0,0.03,7.4,37.0,,,17996
Fe3O4,peroxidase,spherical,13.0,13.0,13.0,,,0.46,1.1e-07,TMB+H2O2,0.1,3.0,250.0,0.03,7.4,37.0,,,17997
Fe3O4,peroxidase,spherical,13.0,13.0,13.0,,,58.9,8.6e-08,H2O2+TMB,10.0,600.0,1.0,0.03,7.4,37.0,,,17998
GCDSA,peroxidase,,,,,,,,,ABTS + H2O2,,,,,7.3,,,,17999
Pt,oxidase,spherical,4.8,4.8,4.8,,,0.01012,,TMB,,,,,3.5,50.0,-30.7,,18000
HRP,peroxidase,,,,,,,1.1,,H2O2+phenol,0.1,5.0,0.2,,7.0,30.0,,,18001
rHRP(1),peroxidase,,,,,,,0.9,,H2O2+phenol,0.1,5.0,0.2,,7.0,30.0,,,18002
rHRP(2),peroxidase,,,,,,,1.4,,H2O2+phenol,0.1,5.0,0.2,,7.0,30.0,,,18003
rHRP(3),peroxidase,,,,,,,1.4,,H2O2+phenol,0.1,5.0,0.2,,7.0,30.0,,,18004
hemin-EAD2,peroxidase,,,,,,Triton X-100,1.3,,luminol+H2O2,0.0004,0.15,1.3,,8.0,25.0,,,18005
hemin-EAD2,peroxidase,,,,,,Triton X-100,0.005,,H2O2+luminol,0.4,20.0,0.005,,8.0,25.0,,,18006
Ag,peroxidase,spherical,20.0,20.0,20.0,,,0.053,3.7e-05,TMB + H2O2,0.0,0.25,1.0,,4,37.0,-37.0,,18007
Ag,peroxidase,spherical,20.0,20.0,20.0,,,6.3,0.00016,H2O2 + TMB,0.0,10.0,0.25,,4,37.0,-37.0,,18008
Tb–HRP,peroxidase,,,,,,,,,H2O2+guaiacol,,,5.0,,6.0,25.0,,,18009
Tb–HRP,peroxidase,,,,,,,,,H2O2+DAB,,,5.0,,7.0,4.0,,,18010
Tb–HRP,peroxidase,,,,,,,,,H2O2,,,0.00041,,,4.0,,,18011
,peroxidase,,,,,,,,,,,,,,,,,,18012
,peroxidase,,,,,,,,,H2O2+guaiacol,,,,,6.2,25.0,,,18013
,,,,,,,,,,,,,,,,,,,18014
AuPt,oxidase,spherical,4.0,4.0,4.0,pluronic f127,Cetyltrimethylammonium bromide,,,styrene + tert-butyl hydroperoxide,,,,,,82.0,,,18015
,glutathione peroxidase,,,,,,,,,GSH + H2O2,,,,,,25.0,,,18016
,,,,,,,,,,,,,,,,,,,18017
,peroxidase,,,,,Phytagel,,,,guaiacol+H2O2,,,,,5.0,,,,18018
Cu3(BTC)2,peroxidase,octahedral,,,,,,4.98,6.02,TH+H2O2,0.004,0.7000000000000001,10.0,1.0,11,35.0,,956.69,18019
C5H7NO4,peroxidase,spherical,3.18,3.18,3.18,,,5.85,,H2O2+ABTS,0.05,5.0,1.0,10.0,,25.0,2.1,,18020
C5H7NO4,peroxidase,spherical,3.18,3.18,3.18,,,1.06,,ABTS+H2O2,0.05,5.0,10.0,10.0,,25.0,2.1,,18021
Mn-TPPS,peroxidase,,,,,,,1.3000000000000005,1.45,H2O2+TMB,0.001,100.0,0.1,,7.3,25.0,,,18022
Mn-TPPS,peroxidase,,,,,,,1.3000000000000005,1.45,TMB+H2O2,0.001,100.0,0.1,,7.3,25.0,,,18023
Fe-TMPyP,peroxidase,,,,,,,1.3000000000000005,1.45,H2O2+TMB,0.001,100.0,0.1,,7.3,25.0,,,18024
Fe-TMPyP,peroxidase,,,,,,,1.3000000000000005,1.45,TMB+H2O2,0.001,100.0,0.1,,7.3,25.0,,,18025
Zn3(MoO4)2(trz)2(H2O)2,peroxidase,chain,0.8907,0.8907,0.8907,poly(ethylene glycol),,0.46,9.470000000000001e-08,TMB+H2O2,0.001,0.08,0.083,,3.5,40.0,,,18026
Zn3(MoO4)2(trz)2(H2O)2,peroxidase,chain,0.8907,0.8907,0.8907,poly(ethylene glycol),,0.038,5.3600000000000004e-08,H2O2+TMB,0.001,0.08,0.104,,3.5,40.0,,,18027
cyt-c,peroxidase,,,,,,,25.0,,H2O2,,,,,2 unit,20.0,,,18028
cyt-c,peroxidase,,,,,,,98.0,,H2O2,,,,,3 unit,20.0,,,18029
cyt-c,peroxidase,,,,,,,230.0,,H2O2,,,,,7 unit,20.0,,,18030
,peroxidase,,,,,,,,,H2O2 + ferulic acid,,,1.0,,6.4,20.0,,,18031
,peroxidase,,,,,,,,,H2O2 + caffeic acid,,,1.0,,6.4,20.0,,,18032
,peroxidase,,,,,,,,,H2O2 + pyrocatechol,,,1.0,,6.4,20.0,,,18033
,peroxidase,,,,,,,,,H2O2 + pyrogallol,,,1.0,,6.4,20.0,,,18034
,peroxidase,,,,,,,0.001,0.001,H2O2 + catechol,0.015,0.15,,,7,22.0,,,18035
,catalase,,,,,,,0.001,0.001,H2O2,0.015,0.15,,,7,22.0,,,18036
C3N4,peroxidase,,,,,,,0.79,,TMB+H2O2,0.0,1.6,3.0,0.5,4,25.0,,,18037
C3N4,peroxidase,,,,,,,1.2,,H2O2+TMB,0.0,3.0,4.0,0.5,4,25.0,,,18038
Fe3O4@C,peroxidase,cubic,250.0,250.0,250.0,poly(dopamine),,0.17,0.0002,TMB+H2O2,0.01,0.2,0.2,0.02,4.0,37.0,,,18039
Fe3O4@C,peroxidase,cubic,250.0,250.0,250.0,poly(dopamine),,0.67,0.0002,H2O2+TMB,0.01,0.2,0.1,0.02,4.0,37.0,,,18040
rG4 + hemin,peroxidase,,,,,,,0.1,,TMB+H2O2,0.0,0.5,1.0,,8.0,22.0,,,18041
rG4 + hemin,peroxidase,,,,,,,0.005,,H2O2+TMB,0.0,0.01,0.025,,8.0,22.0,,,18042
NiO,peroxidase,flower,4000000.0,4000000.0,4000000.0,,,0.018,2.4e-05,TMB+H2O2,0.0,200.0,,,4.0,25.0,,113.707,18043
NiO,peroxidase,flower,4000000.0,4000000.0,4000000.0,,,1.77,2.1e-05,H2O2+TMB,9.0,74.0,,,4.0,25.0,,113.707,18044
,peroxidase,,,,,,,,,,,,,,,21.0,,,18045
Pt,peroxidase,spherical,2.5,2.5,2.5,,Sodium citrate,,,TMB+H2O2,0.12,400.0,0.12,0.1,5.0,100.0,-46.73,,18046
Pt,peroxidase,spherical,2.5,2.5,2.5,,Sodium citrate,,,H2O2+TMB,1.58e-05,4.75e-05,,0.56,8,,-46.73,,18047
CeO2,catalase,spherical,4.0,4.0,4.0,hyaluronic acid,,,,H2O2,0.0,10.0,,0.7,7,25.0,,,18048
CeO2,catalase,spherical,4.0,4.0,4.0,hyaluronic acid,,,,H2O2,0.0,10.0,,0.8,7,25.0,,,18049
CeO2,catalase,spherical,4.0,4.0,4.0,hyaluronic acid,,0.1,0.01,H2O2,0.0,10.0,,0.7,7,25.0,,,18050
CeO2,catalase,spherical,4.0,4.0,4.0,hyaluronic acid,,0.1,0.01,H2O2,0.0,10.0,,0.8,7,25.0,,,18051
RuO2,peroxidase,sheet,124.0,124.0,124.0,poly(ethylene glycol),,0.146,0.000172,TMB+H2O2,,,0.05,0.1,6.0,42.0,,,18052
RuO2,peroxidase,sheet,124.0,124.0,124.0,poly(ethylene glycol),,0.11,0.0001079,H2O2+TMB,,,,0.1,6.0,42.0,,,18053
,,,,,,,,,,,,,,,,,,,18054
"13,16-dicarboxyethyl-2,7-diethyl-3,6,12,17-tetramethylporphycenatoiron(III)",peroxidase,,,,,,,0.042,,H2O2+guaiacol,0.021,0.23,20.0,,7.0,20.0,,,18055
"13,16-dicarboxyethyl-2,7-diethyl-3,6,12,17-tetramethylporphycenatoiron(III)",peroxidase,,,,,,,0.063,,H2O2+guaiacol,0.063,0.119,20.0,,6.0,20.0,,,18056
"13,16-dicarboxyethyl-2,7-diethyl-3,6,12,17-tetramethylporphycenatoiron(III)",peroxidase,,,,,,,0.042,,H2O2+guaiacol,0.042,0.183,20.0,,6.5,20.0,,,18057
"13,16-dicarboxyethyl-2,7-diethyl-3,6,12,17-tetramethylporphycenatoiron(III)",peroxidase,,,,,,,0.102,,H2O2+guaiacol,0.069,0.102,20.0,,5.5,20.0,,,18058
,peroxidase,,,,,Poly(N-Vinylpyrrolidone),,,,p-phenylenediamine+H2O2,,,,,7.3-7.4,21.0,,,18059
,glutathione peroxidase,,,,,,,,,Tertiary butylhydroperoxide,,,,,,,,,18060
,glutathione peroxidase,,,,,,,,,Tertiary butylhydroperoxide,,,,,,,,,18061
,glutathione peroxidase,,,,,,,,,Tertiary butylhydroperoxide,,,,,,,,,18062
,thioredoxin reductase,,,,,,,,,DTNB,,,,,,,,,18063
,thioredoxin reductase,,,,,,,,,DTNB,,,,,,,,,18064
