doi,agent,model,instruction,prompt_tokens,propmpt_len,completion_tokens,completion_len,formula,activity,syngony,shape,length,length_mean,length_min,length_max,width,width_mean,width_min,width_max,depth,depth_mean,depth_min,depth_max,size,size_mean,size_min,size_max,km,km_unif,vmax,vmax_unif,surface_area,surface_area_unif,zeta_potential,zeta_potential_unif,molar_mass,molar_mass_unif,c_min,c_min_unif,c_max,c_max_unif,concentration_of_nanoparticles,concentration_of_nanoparticles_unif,concentration_of_co_substrate,concentration_of_co_substrate_unif,p_h,temperature,chemicals_used_in_synthesis,polymer_used_in_synthesis,surfactant,reaction_type
10.1556.APhysiol.101.2014.003,mistral,mistral-small-latest,./prompts/prompt4.txt,13065,41418,1034,3817,,catalase,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,7.0,22 °C,"[""N-methyl-D-aspartic acid (NMDA)"", ""0.9% NaCl solution"", ""phosphate buffer"", ""K2HPO4"", ""KH2PO4"", ""EDTA"", ""BSA"", ""cytochrome"", ""TCA"", ""EDTA"", ""p-phenylenediamine (PPD)"", ""Bradford reagent"", ""bovine serum albumin"", ""trichloroacetic acid (TCA)"", ""EDTA"", ""phosphate buffer"", ""Ellman's reagent""]",,,
10.1556.APhysiol.101.2014.003,mistral,mistral-small-latest,./prompts/prompt4.txt,13065,41418,1034,3817,,glutathione peroxidase,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,7.0,22 °C,"[""N-methyl-D-aspartic acid (NMDA)"", ""0.9% NaCl solution"", ""phosphate buffer"", ""K2HPO4"", ""KH2PO4"", ""EDTA"", ""BSA"", ""cytochrome"", ""TCA"", ""EDTA"", ""p-phenylenediamine (PPD)"", ""Bradford reagent"", ""bovine serum albumin"", ""trichloroacetic acid (TCA)"", ""EDTA"", ""phosphate buffer"", ""Ellman's reagent""]",,,
10.1002.jcp.1041310111,mistral,mistral-small-latest,./prompts/prompt4.txt,19137,63842,561,1886,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.5 mM,1.5,7.0,37 °C,"[""TPA"", ""GSH"", ""L-cysteine-HC1"", ""NAC"", ""DDTC"", ""OX0"", ""GSH-EE"", ""GSH-ME""]",,,H2O2+TMB
10.1002.jcp.1041310111,mistral,mistral-small-latest,./prompts/prompt4.txt,19137,63842,561,1886,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.5 mM,1.5,7.0,37 °C,"[""TPA"", ""GSH"", ""L-cysteine-HC1"", ""NAC"", ""DDTC"", ""OX0"", ""GSH-EE"", ""GSH-ME""]",,,TMB+H2O2
10.1021.acsami.9b10718,mistral,mistral-small-latest,./prompts/prompt4.txt,17056,54874,653,2082,Fe3O4,peroxidase,,spherical,,,,,,,,,,,,,150 nm,150.0,,,~0.03 mM,0.03,~0.0001 mM/s,0.0001,,,,,,,0.4 mM,0.4,1.0 mM,1.0,10 µg/mL,0.01,10 mM,10.0,4.0,37 °C,"[""Fe3O4 nanoparticles"", ""Sm1"", ""Sm2"", ""Sm3-a"", ""Sm3-b"", ""Hemin"", ""KCl"", ""Streptavidin"", ""TMB"", ""H2O2"", ""HAc-NaAc buffer""]",,,TMB+H2O2
10.1021.acsami.9b10718,mistral,mistral-small-latest,./prompts/prompt4.txt,17056,54874,653,2082,Fe3O4,peroxidase,,spherical,,,,,,,,,,,,,150 nm,150.0,,,~0.03 mM,0.03,~0.0001 mM/s,0.0001,,,,,,,5 mM,5.0,15 mM,15.0,10 µg/mL,0.01,0.4 mM,0.4,4.0,37 °C,"[""Fe3O4 nanoparticles"", ""Sm1"", ""Sm2"", ""Sm3-a"", ""Sm3-b"", ""Hemin"", ""KCl"", ""Streptavidin"", ""TMB"", ""H2O2"", ""HAc-NaAc buffer""]",,,H2O2+TMB
10.1039.c7nj00292k,mistral,mistral-small-latest,./prompts/prompt4.txt,26719,65512,1330,3584,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,[],,,
10.1021.jp506594f,mistral,mistral-small-latest,./prompts/prompt4.txt,17517,56727,13947,41419,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,[],,,
10.1039.c8tb01286e,mistral,mistral-small-latest,./prompts/prompt4.txt,23425,73212,559,1602,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,[],,,
10.1271.bbb.65.1581,mistral,mistral-small-latest,./prompts/prompt4.txt,2330,8649,13,35,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,[],,,
10.1007.s00484-012-0540-z,mistral,mistral-small-latest,./prompts/prompt4.txt,9843,31341,216,789,,Glutathione peroxidase,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,38 ± 2 °C,"[""Tamarind seed coat""]",,,
10.1016.0304-4238(77)90056-5,mistral,mistral-small-latest,./prompts/prompt4.txt,6086,22552,260,907,,peroxidase,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.03 M,30.0,5.8,25 °C,"[""sodium acetate"", ""acetic acid"", ""guaiacol"", ""hydrogen peroxide""]",,,guaiacol + H2O2
10.1021.acsami.7b12734,mistral,mistral-small-latest,./prompts/prompt4.txt,38150,86153,1073,3530,PtPd,peroxidase,,spherical,,,,,,,,,,,,,35 nm,35.0,,,,,,,,,-40.6 mV,-40.6,,,,,,,,,,,,,"[""Pluronic F127"", ""Potassium tetrachloroplatinate(II) (K2PtCl4)"", ""Sodium tetrachloropalladate(II) (Na2PdCl4)"", ""hydrochloric acid (HCl)"", ""ascorbic acid"", ""potassium carbonate (K2CO3)"", ""acetone""]",Pluronic F127,ascorbic acid,
10.1021.acsami.7b12734,mistral,mistral-small-latest,./prompts/prompt4.txt,38150,86153,1073,3530,PtPd,peroxidase,,spherical,,,,,,,,,,,,,35 nm,35.0,,,~1.5 mM,1.5,~0.01 mM/s,0.01,,,-32.5 mV,-32.5,,,0.01 mM,0.01,1 mM,1.0,2 mg/mL,2.0,1 mM,1.0,7.4,25 °C,"[""Pluronic F127"", ""Potassium tetrachloroplatinate(II) (K2PtCl4)"", ""Sodium tetrachloropalladate(II) (Na2PdCl4)"", ""hydrochloric acid (HCl)"", ""ascorbic acid"", ""potassium carbonate (K2CO3)"", ""acetone"", ""mouse anti-Salmonella Enteritidis monoclonal antibody"", ""bovine serum albumin (BSA)""]",Pluronic F127,ascorbic acid,TMB+H2O2
10.1021.acsami.7b12734,mistral,mistral-small-latest,./prompts/prompt4.txt,38150,86153,1073,3530,PtPd,peroxidase,,spherical,,,,,,,,,,,,,35 nm,35.0,,,~1.5 mM,1.5,~0.01 mM/s,0.01,,,-33.5 mV,-33.5,,,0.01 mM,0.01,1 mM,1.0,2 mg/mL,2.0,1 mM,1.0,7.4,25 °C,"[""Pluronic F127"", ""Potassium tetrachloroplatinate(II) (K2PtCl4)"", ""Sodium tetrachloropalladate(II) (Na2PdCl4)"", ""hydrochloric acid (HCl)"", ""ascorbic acid"", ""potassium carbonate (K2CO3)"", ""acetone"", ""mouse anti-E. coli O157:H7 monoclonal antibody"", ""bovine serum albumin (BSA)""]",Pluronic F127,ascorbic acid,TMB+H2O2
10.1097.dss.0000000000001659,mistral,mistral-small-latest,./prompts/prompt4.txt,2436,9942,427,1478,H2O2,peroxidase,,,,,,,,,,,,,,,,,,,,,,,,,,,34.0147 g/mol,34.0147,,,,,,,3%,,,,[],,,TMB+H2O2
10.1097.dss.0000000000001659,mistral,mistral-small-latest,./prompts/prompt4.txt,2436,9942,427,1478,DAB,peroxidase,,,,,,,,,,,,,,,,,,,,,,,,,,,287.33 g/mol,287.33,,,,,,,,,,,[],,,TMB+H2O2
10.3181.00379727-85-20775,mistral,mistral-small-latest,./prompts/prompt4.txt,5127,19595,228,798,,tryptophan peroxidase-oxidase,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,38 °C,[],,,tryptophan
10.1002.chem.201304035,mistral,mistral-small-latest,./prompts/prompt4.txt,19482,55307,584,1735,Fe4[Fe(CN)6]3,peroxidase,cubic,spherical,,,,,,,,,,,,,35-45 nm,40.0,35.0,45.0,0.09 mM,0.09,1.42E-7 mM/s,1.4199999999999997e-07,,,,,,,0.001 mM,0.001,1.5 mM,1.5,1.5 mg/mL,1.5,10 mM,10.0,6.0,25 °C,"[""K3[Fe(CN)6]"", ""FeSO4"", ""HCl""]",,,TMB+H2O2
10.1002.chem.201304035,mistral,mistral-small-latest,./prompts/prompt4.txt,19482,55307,584,1735,Fe4[Fe(CN)6]3,peroxidase,cubic,spherical,,,,,,,,,,,,,35-45 nm,40.0,35.0,45.0,1.33 mM,1.33,1.11E-7 mM/s,1.11e-07,,,,,,,0.001 mM,0.001,1.5 mM,1.5,1.5 mg/mL,1.5,1 mM,1.0,6.0,25 °C,"[""K3[Fe(CN)6]"", ""FeSO4"", ""HCl""]",,,H2O2+TMB
10.1016.j.snb.2019.02.111,mistral,mistral-small-latest,./prompts/prompt4.txt,6196,22969,430,1420,CeO2,peroxidase,cubic,spherical,,,,,,,,,,,,,6 nm,6.0,,,,,,,,,,,,,0.8 mM,0.8,0.8 mM,0.8,2 mg/mL,2.0,80 mM,80.0,4,,"[""CeO2""]",,,TMB+H2O2
10.1016.j.snb.2019.02.111,mistral,mistral-small-latest,./prompts/prompt4.txt,6196,22969,430,1420,CeO2,peroxidase,cubic,spherical,,,,,,,,,,,,,6 nm,6.0,,,,,,,,,,,,,,,,,2 mg/mL,2.0,80 mM,80.0,4,,"[""CeO2""]",,,OPD+H2O2
10.1016.s0946-672x(98)80018-7,mistral,mistral-small-latest,./prompts/prompt4.txt,10906,42968,247,837,,glutathione peroxidase,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,7.4 ± 0.1,37.0 ± 0.2 °C,"[""sodium selenite""]",,,
10.1046.j.1365-313X.1997.12050991.x,mistral,mistral-small-latest,./prompts/prompt4.txt,11262,41032,239,809,,peroxidase,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.1% H2O2,,,,"[""null""]",,,H2O2+TMB
10.1016.j.snb.2020.129033,mistral,mistral-small-latest,./prompts/prompt4.txt,9447,35657,2446,7415,CoFe2O4,peroxidase,cubic,irregular nanoparticles,,,,,,,,,,,,,~100 nm,100.0,,,,,,,,,16.6 ± 2.1 mV,16.6,,,0.005 mM,0.005,0.05 mM,0.05,0.1 mg/mL,0.1,4.9 mM,4.9,4.0,25 °C,"[""Fe(NO3)3"", ""Co(NO3)2"", ""NH3\u00b7H2O"", ""ethanol"", ""H2SO4""]",,,TMB+H2O2
10.1016.j.snb.2020.129033,mistral,mistral-small-latest,./prompts/prompt4.txt,9447,35657,2446,7415,CoFe2O4,peroxidase,cubic,irregular nanoparticles,,,,,,,,,,,,,~100 nm,100.0,,,,,,,,,16.6 ± 2.1 mV,16.6,,,0.005 mM,0.005,0.05 mM,0.05,0.1 mg/mL,0.1,4.9 mM,4.9,4.0,25 °C,"[""Fe(NO3)3"", ""Co(NO3)2"", ""NH3\u00b7H2O"", ""ethanol"", ""H2SO4""]",,,ABTS+H2O2
10.1016.j.snb.2020.129033,mistral,mistral-small-latest,./prompts/prompt4.txt,9447,35657,2446,7415,SO42-/CoFe2O4,peroxidase,cubic,irregular nanoparticles,,,,,,,,,,,,,~100 nm,100.0,,,,,,,,,3.4 ± 1.3 mV,3.4,,,0.005 mM,0.005,0.05 mM,0.05,0.1 mg/mL,0.1,4.9 mM,4.9,4.0,25 °C,"[""Fe(NO3)3"", ""Co(NO3)2"", ""NH3\u00b7H2O"", ""ethanol"", ""H2SO4""]",,,TMB+H2O2
10.1016.j.snb.2020.129033,mistral,mistral-small-latest,./prompts/prompt4.txt,9447,35657,2446,7415,SO42-/CoFe2O4,peroxidase,cubic,irregular nanoparticles,,,,,,,,,,,,,~100 nm,100.0,,,,,,,,,3.4 ± 1.3 mV,3.4,,,0.005 mM,0.005,0.05 mM,0.05,0.1 mg/mL,0.1,4.9 mM,4.9,4.0,25 °C,"[""Fe(NO3)3"", ""Co(NO3)2"", ""NH3\u00b7H2O"", ""ethanol"", ""H2SO4""]",,,ABTS+H2O2
10.1016.j.snb.2020.129033,mistral,mistral-small-latest,./prompts/prompt4.txt,9447,35657,2446,7415,SO42-/CoFe2O4,peroxidase,cubic,irregular nanoparticles,,,,,,,,,,,,,~100 nm,100.0,,,,,,,,,3.4 ± 1.3 mV,3.4,,,0.005 mM,0.005,0.05 mM,0.05,0.1 mg/mL,0.1,4.9 mM,4.9,7.0,25 °C,"[""Fe(NO3)3"", ""Co(NO3)2"", ""NH3\u00b7H2O"", ""ethanol"", ""H2SO4""]",,,TMB+H2O2
10.1016.j.snb.2020.129033,mistral,mistral-small-latest,./prompts/prompt4.txt,9447,35657,2446,7415,SO42-/CoFe2O4,peroxidase,cubic,irregular nanoparticles,,,,,,,,,,,,,~100 nm,100.0,,,,,,,,,3.4 ± 1.3 mV,3.4,,,0.005 mM,0.005,0.05 mM,0.05,0.1 mg/mL,0.1,4.9 mM,4.9,7.0,25 °C,"[""Fe(NO3)3"", ""Co(NO3)2"", ""NH3\u00b7H2O"", ""ethanol"", ""H2SO4""]",,,ABTS+H2O2
10.1016.j.snb.2020.129033,mistral,mistral-small-latest,./prompts/prompt4.txt,9447,35657,2446,7415,SO42-/CoFe2O4,peroxidase,cubic,irregular nanoparticles,,,,,,,,,,,,,~100 nm,100.0,,,0.0026 mM,0.0026,0.0691 mM/s,0.0691,,,3.4 ± 1.3 mV,3.4,,,0.0064 mM,0.0064,0.3 mM,0.3,0.1 mg/mL,0.1,4.9 mM,4.9,7.0,25 °C,"[""Fe(NO3)3"", ""Co(NO3)2"", ""NH3\u00b7H2O"", ""ethanol"", ""H2SO4""]",,,TMB+H2O2
10.1016.j.snb.2020.129033,mistral,mistral-small-latest,./prompts/prompt4.txt,9447,35657,2446,7415,SO42-/CoFe2O4,peroxidase,cubic,irregular nanoparticles,,,,,,,,,,,,,~100 nm,100.0,,,0.0020 mM,0.002,0.0035 mM/s,0.0035,,,3.4 ± 1.3 mV,3.4,,,0.0099 mM,0.0099,0.3 mM,0.3,0.1 mg/mL,0.1,4.9 mM,4.9,5.0,25 °C,"[""Fe(NO3)3"", ""Co(NO3)2"", ""NH3\u00b7H2O"", ""ethanol"", ""H2SO4""]",,,TMB+H2O2
10.1080.03235400600914280,mistral,mistral-small-latest,./prompts/prompt4.txt,9159,34646,253,889,,peroxidase,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,7,25-30 °C,"[""guaiacol"", ""potassium phosphate buffer"", ""hydrogen peroxide""]",,,H2O2+guaiacol
10.3390.molecules25215044,mistral,mistral-small-latest,./prompts/prompt4.txt,8446,54942,735,2218,Cu-SBA-15,peroxidase,hexagonal,rodlike,,,,,,,,,,,,,,,,,~0.02 mM,0.02,~0.12 mM/s,0.12,814.662 m^2/g,814.662,,,,,0.8 mM,0.8,60 mM,60.0,10 µg/mL,0.01,0.5 mM,0.5,3.0,55 °C,"[""Tetraethyl orthosilicate"", ""HCl"", ""CuSO4\u00b75H2O"", ""H2O2"", ""acetic acid"", ""sodium acetate"", ""glucose"", ""PEO20PPO70PEO20"", ""3,3\u2032,5,5\u2032-Tetramethylbenzidine"", ""Glucose oxidase""]",PEO20PPO70PEO20,,H2O2+TMB
10.3390.molecules25215044,mistral,mistral-small-latest,./prompts/prompt4.txt,8446,54942,735,2218,Cu-SBA-15,peroxidase,hexagonal,rodlike,,,,,,,,,,,,,,,,,~0.04 mM,0.04,~0.25 mM/s,0.25,695.438 m^2/g,695.438,,,,,2 mM,2.0,80 mM,80.0,0.45 mg/mL,0.45,100 mM,100.0,3.0,37 °C,"[""Tetraethyl orthosilicate"", ""HCl"", ""CuSO4\u00b75H2O"", ""H2O2"", ""acetic acid"", ""sodium acetate"", ""glucose"", ""PEO20PPO70PEO20"", ""3,3\u2032,5,5\u2032-Tetramethylbenzidine"", ""Glucose oxidase""]",PEO20PPO70PEO20,,TMB+H2O2
10.1016.j.abb.2004.07.031,mistral,mistral-small-latest,./prompts/prompt4.txt,17366,55675,901,3158,,peroxidase,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0000006 M,0.0006,0.0001 M,0.1,,,0.00006 M,0.060000000000000005,7.0,25 °C,"[""PGHS-2"", ""H2O2"", ""guaiacol"", ""2-NZH"", ""DMSO"", ""sodium phosphate"", ""octyl glucoside"", ""13-HPODE"", ""13-HODE"", ""acetonitrile"", ""acetic acid"", ""TFA"", ""catalase"", ""Amplex Red"", ""HRP"", ""Tris"", ""mannitol"", ""phenol"", ""indomethacin"", ""15-HPETE"", ""13-HPODE"", ""13-HODE"", ""acetonitrile"", ""acetic acid"", ""TFA"", ""catalase"", ""Amplex Red"", ""HRP"", ""Tris"", ""mannitol"", ""phenol"", ""indomethacin"", ""15-HPETE""]",,,H2O2+TMB
10.1016.j.abb.2004.07.031,mistral,mistral-small-latest,./prompts/prompt4.txt,17366,55675,901,3158,,peroxidase,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0000006 M,0.0006,0.0001 M,0.1,,,0.00006 M,0.060000000000000005,7.0,25 °C,"[""PGHS-2"", ""H2O2"", ""guaiacol"", ""2-NZH"", ""DMSO"", ""sodium phosphate"", ""octyl glucoside"", ""13-HPODE"", ""13-HODE"", ""acetonitrile"", ""acetic acid"", ""TFA"", ""catalase"", ""Amplex Red"", ""HRP"", ""Tris"", ""mannitol"", ""phenol"", ""indomethacin"", ""15-HPETE"", ""13-HPODE"", ""13-HODE"", ""acetonitrile"", ""acetic acid"", ""TFA"", ""catalase"", ""Amplex Red"", ""HRP"", ""Tris"", ""mannitol"", ""phenol"", ""indomethacin"", ""15-HPETE""]",,,TMB+H2O2
10.1246.cl.2002.674,mistral,mistral-small-latest,./prompts/prompt4.txt,3434,13264,663,2441,H39S,peroxidase,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"[""microsomal cytochrome b 5"", ""o-methoxyphenol""]",,,o-methoxyphenol
10.1246.cl.2002.674,mistral,mistral-small-latest,./prompts/prompt4.txt,3434,13264,663,2441,H39Q,peroxidase,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"[""microsomal cytochrome b 5"", ""o-methoxyphenol""]",,,o-methoxyphenol
10.1246.cl.2002.674,mistral,mistral-small-latest,./prompts/prompt4.txt,3434,13264,663,2441,H39C,peroxidase,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"[""microsomal cytochrome b 5"", ""o-methoxyphenol""]",,,o-methoxyphenol
10.1002.ange.201006939,mistral,mistral-small-latest,./prompts/prompt4.txt,12125,30434,2009,6063,GSeSeG,peroxidase,,,,,,,,,,,,,,,,,,,~0.25 mM,0.25,211.74 μM/min,0.0035290000000000005,,,,,706.421 g/mol,706.421,0.25 mM,0.25,0.25 mM,0.25,50 μM,,4 mM,4.0,7.4,25 °C,"[""Fmoc-Gly Alko-PEG resin"", ""Fmoc-Gly or Fmoc-Thr(tBu) Wang resin"", ""Reagent K"", ""trifluoroacetic acid (TFA)"", ""2,2\u2019-dithiobis(5-nitropyridine) (DTNP)""]",Fmoc-Gly Alko-PEG resin,,H2O2+TMB
10.1002.ange.201006939,mistral,mistral-small-latest,./prompts/prompt4.txt,12125,30434,2009,6063,GSeSeG,peroxidase,,,,,,,,,,,,,,,,,,,~0.25 mM,0.25,23.58 μM/min,0.000393,,,,,706.421 g/mol,706.421,0.25 mM,0.25,0.25 mM,0.25,1 μM,,4 mM,4.0,7.4,25 °C,"[""Fmoc-Gly Alko-PEG resin"", ""Fmoc-Gly or Fmoc-Thr(tBu) Wang resin"", ""Reagent K"", ""trifluoroacetic acid (TFA)"", ""2,2\u2019-dithiobis(5-nitropyridine) (DTNP)""]",Fmoc-Gly Alko-PEG resin,,H2O2+TMB
10.1002.ange.201006939,mistral,mistral-small-latest,./prompts/prompt4.txt,12125,30434,2009,6063,GSeSeG,peroxidase,,,,,,,,,,,,,,,,,,,~0.25 mM,0.25,167.94 μM/min,0.0027990000000000003,,,,,706.421 g/mol,706.421,0.25 mM,0.25,0.25 mM,0.25,50 μM,,0.3 mM,0.3,7.4,25 °C,"[""Fmoc-Gly Alko-PEG resin"", ""Fmoc-Gly or Fmoc-Thr(tBu) Wang resin"", ""Reagent K"", ""trifluoroacetic acid (TFA)"", ""2,2\u2019-dithiobis(5-nitropyridine) (DTNP)""]",Fmoc-Gly Alko-PEG resin,,TMB+H2O2
10.1002.ange.201006939,mistral,mistral-small-latest,./prompts/prompt4.txt,12125,30434,2009,6063,GSeSeG,peroxidase,,,,,,,,,,,,,,,,,,,~0.25 mM,0.25,7.52 μM/min,0.00012533333333333334,,,,,706.421 g/mol,706.421,0.25 mM,0.25,0.25 mM,0.25,1 μM,,0.3 mM,0.3,7.4,25 °C,"[""Fmoc-Gly Alko-PEG resin"", ""Fmoc-Gly or Fmoc-Thr(tBu) Wang resin"", ""Reagent K"", ""trifluoroacetic acid (TFA)"", ""2,2\u2019-dithiobis(5-nitropyridine) (DTNP)""]",Fmoc-Gly Alko-PEG resin,,TMB+H2O2
10.1002.ange.201006939,mistral,mistral-small-latest,./prompts/prompt4.txt,12125,30434,2009,6063,GSeSeG,peroxidase,,,,,,,,,,,,,,,,,,,~2 mM,2.0,2004 μM/min,0.0334,,,,,706.421 g/mol,706.421,2 mM,2.0,2 mM,2.0,20 μM,,10 mM,10.0,7.0,25 °C,"[""Fmoc-Gly Alko-PEG resin"", ""Fmoc-Gly or Fmoc-Thr(tBu) Wang resin"", ""Reagent K"", ""trifluoroacetic acid (TFA)"", ""2,2\u2019-dithiobis(5-nitropyridine) (DTNP)""]",Fmoc-Gly Alko-PEG resin,,H2O2+TMB
10.1002.ange.201006939,mistral,mistral-small-latest,./prompts/prompt4.txt,12125,30434,2009,6063,GSeSeG,peroxidase,,,,,,,,,,,,,,,,,,,~2 mM,2.0,328 μM/min,0.0054666666666666665,,,,,706.421 g/mol,706.421,2 mM,2.0,2 mM,2.0,2 μM,,10 mM,10.0,7.0,25 °C,"[""Fmoc-Gly Alko-PEG resin"", ""Fmoc-Gly or Fmoc-Thr(tBu) Wang resin"", ""Reagent K"", ""trifluoroacetic acid (TFA)"", ""2,2\u2019-dithiobis(5-nitropyridine) (DTNP)""]",Fmoc-Gly Alko-PEG resin,,H2O2+TMB
10.1016.j.carbon.2021.01.132,mistral,mistral-small-latest,./prompts/prompt4.txt,9654,32613,546,1697,GQDs,peroxidase,,spherical,,,,,,,,,,,,,5.2 nm,5.2,,,4.175e-2 mM,0.04175,13.55e-8 M/s,0.00013550000000000001,,,-38.9 mV,-38.9,,,,,,,20 mg/mL,20.0,25 mM,25.0,4,45 °C,"[""MWCNTs"", ""HNO3"", ""NaOH""]",,,TMB+H2O2
10.1016.j.carbon.2021.01.132,mistral,mistral-small-latest,./prompts/prompt4.txt,9654,32613,546,1697,GQDs,peroxidase,,spherical,,,,,,,,,,,,,5.2 nm,5.2,,,4.175e-2 mM,0.04175,13.55e-8 M/s,0.00013550000000000001,,,-38.9 mV,-38.9,,,,,,,20 mg/mL,20.0,1 mM,1.0,4,45 °C,"[""MWCNTs"", ""HNO3"", ""NaOH""]",,,H2O2+TMB
10.1016.s0304-3940(02)00041-1,mistral,mistral-small-latest,./prompts/prompt4.txt,7201,24713,459,1566,,glutathione peroxidase,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.25 mM,0.25,7.0,,[],,,H2O2+GSH
10.1016.s0304-3940(02)00041-1,mistral,mistral-small-latest,./prompts/prompt4.txt,7201,24713,459,1566,,glutathione peroxidase,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.25 mM,0.25,7.0,,[],,,GSH+H2O2
10.1002.ange.202010005,mistral,mistral-small-latest,./prompts/prompt4.txt,26764,87737,1130,3592,Fmoc-Cys/Fe,catalase,,spherical,,,,,,,,,,,,,150 nm,150.0,,,,,,,,,-26.1 mV,-26.1,,,,,,,,,,,,37 °C,"[""Fmoc-Cys"", ""FeCl3"", ""DMSO"", ""distilled water""]",,,
10.1002.ange.202010005,mistral,mistral-small-latest,./prompts/prompt4.txt,26764,87737,1130,3592,Fmoc-Cys/Fe@Pc,catalase,,spherical,,,,,,,,,,,,,161 nm,161.0,,,~0.1 mM,0.1,~0.01 mM/s,0.01,,,-23.3 mV,-23.3,,,0.01 mM,0.01,0.1 mM,0.1,500 µM,,20 mM,20.0,,37 °C,"[""Fmoc-Cys"", ""ZnPc"", ""FeCl3"", ""DMSO"", ""distilled water""]",,,H2O2+TMB
10.1002.ange.202010005,mistral,mistral-small-latest,./prompts/prompt4.txt,26764,87737,1130,3592,Fmoc-Cys/Fe@Pc,catalase,,spherical,,,,,,,,,,,,,161 nm,161.0,,,~0.1 mM,0.1,~0.01 mM/s,0.01,,,-23.3 mV,-23.3,,,0.01 mM,0.01,0.1 mM,0.1,200 µM,,2.5 mM,2.5,,37 °C,"[""Fmoc-Cys"", ""ZnPc"", ""FeCl3"", ""DMSO"", ""distilled water""]",,,TMB+H2O2
10.1002.ange.202010005,mistral,mistral-small-latest,./prompts/prompt4.txt,26764,87737,1130,3592,Fmoc-Cys/Fe@Pc/ACF,catalase,,spherical,,,,,,,,,,,,,179 nm,179.0,,,~0.1 mM,0.1,~0.01 mM/s,0.01,,,-28.6 mV,-28.6,,,0.01 mM,0.01,0.1 mM,0.1,500 µM,,20 mM,20.0,,37 °C,"[""Fmoc-Cys"", ""ZnPc"", ""ACF"", ""FeCl3"", ""DMSO"", ""distilled water""]",,,H2O2+TMB
10.1007.s12274-020-2629-8,mistral,mistral-small-latest,./prompts/prompt4.txt,8399,31981,213,745,GO,nuclease,,sheet-like,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,50 µg/mL,0.05,,,~6.5,25 °C,[],,,
10.1007.s00604-018-3185-8,mistral,mistral-small-latest,./prompts/prompt4.txt,18634,61211,805,2380,Cu2ZnSn(S0.25Se0.75)4,peroxidase,cubic,spherical,,,,,,,,,,,,,5-10 nm,7.5,5.0,10.0,0.109 mM,0.109,52.3 × 10^-8 mM/s,5.23e-07,28.95 m^2/g,28.95,-32.16 mV,-32.16,,,0.001 mM,0.001,0.2 mM,0.2,200 μg/mL,0.2,1.0 mM,1.0,4.0,25 °C,"[""Cu(CH3COO)2\u22c5H2O"", ""Zn(CH3COO)2\u22c52H2O"", ""SnCl2"", ""Polyvinylpyrrolidone (PVP)"", ""monoethanolamide (MEA)"", ""thioacetamide (TAA)"", ""Se powders"", ""acetone"", ""ethanol"", ""isopropanol alcohol (IPA)""]",Polyvinylpyrrolidone (PVP),monoethanolamide (MEA),TMB+H2O2
10.1007.s00604-018-3185-8,mistral,mistral-small-latest,./prompts/prompt4.txt,18634,61211,805,2380,Cu2ZnSn(S0.25Se0.75)4,peroxidase,cubic,spherical,,,,,,,,,,,,,5-10 nm,7.5,5.0,10.0,0.395 mM,0.395,77.6 × 10^-8 mM/s,7.76e-07,28.95 m^2/g,28.95,-32.16 mV,-32.16,,,0.001 mM,0.001,0.2 mM,0.2,200 μg/mL,0.2,0.8 mM,0.8,4.0,25 °C,"[""Cu(CH3COO)2\u22c5H2O"", ""Zn(CH3COO)2\u22c52H2O"", ""SnCl2"", ""Polyvinylpyrrolidone (PVP)"", ""monoethanolamide (MEA)"", ""thioacetamide (TAA)"", ""Se powders"", ""acetone"", ""ethanol"", ""isopropanol alcohol (IPA)""]",Polyvinylpyrrolidone (PVP),monoethanolamide (MEA),H2O2+TMB
